"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","collectCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/aa8cf2d91101a69b287ef63489a49f2d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=39617702&x-expires=1764057600&x-signature=OfK4sn7BinjjF%2BFAeRRz77k7eeY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","chrotex.gr","Happy Easter everyone! 💐💗🥚#tik_tok #fyp #viralvideos #trendingvideo #χρωματα #colorit #colors #foryoupage #easter #happyeaster #happycolor #chrotexcolors #chrotex ","554","12","21900","3","9","34","original sound","Chrotex.gr","true","2025-04-15T09:51:27.000Z","https://www.tiktok.com/@chrotex.gr/video/7493475309141134614"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/564b31fc3855c959af71fcef8f36682c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=9b3f17a7&x-expires=1764057600&x-signature=spfT0nU0mmMTnOieFS%2F9o8xPDX0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","parket_gjerman_beara","Shume llojshmeri parketesh dhe laminatesh.

Ju mirepresim ne show-room-in tone🤗!
+355 69 247 2542
Na vizitoni:° Durres,Rruga Glaukia
#Parketdruri #parketdrurilaminat #Laminat#parketegjermanekronotex #kronotexfloors #kronotexherringbone #interiordesign #floor #design #floorinstallation #interiortrends #interiors #interiorinspiration #interieur #inspiration #decor #house #homeimprovements #floorsanding #newhomes #waterproofflooring#fyp#viral_video ","73","30","17200","6","31","13","original sound - Marwan.aep","Marwan.aep","false","2025-01-21T15:34:49.000Z","https://www.tiktok.com/@parket_gjerman_beara/video/7462392640630246662"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/52f4fa1acab4449454ac76a33bd9f929~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=e3770bf2&x-expires=1764057600&x-signature=mguo3QMJjRjwXfs%2FsGqsKsp2eSM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","cretoxfnr","#cretox #goty #fortniteclips ","60","7","9510","4","3","15","original sound","YoSjay YT","true","2025-01-17T15:53:20.000Z","https://www.tiktok.com/@cretoxfnr/video/7460913074426481942"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/40e6af4e24941bbab2d6b31bd9284225~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=1c474398&x-expires=1764057600&x-signature=uR3SmrsXZ6fCWhmwwuhmSICg9uk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","fahrwerk_bewegtdich","Gerome auf Rennradtour mit seinem Corratec Bike 🚴‍♂️""

Unser Kollege Gerome zeigt, wie Leidenschaft und Expertise zusammenkommen! Auf seiner jüngsten Rennradtour hat er sich auf sein Corratec Bike verlassen – ein perfekter Begleiter für Geschwindigkeit und Komfort.

Ob sportlicher Einsatz oder entspannte Ausfahrt, das Corratec vereint Performance und Stil. Hast du schon das passende Bike für Deine nächste Tour? Schau bei uns vorbei und lass Dich inspirieren – Dein Traumrad wartet schon!

#BikeLife #FahrradLiebe #Rennrad #CyclingPassion #CorratecBikes #Lingen #BikeAdventure #Radfahren #Fahrradtour #CyclingCommunity #OutdoorSport #FahrradSpaß #Bocholt #RoadBike #BikeGoals #RideYourBike #BikeInspiration #Stadtlohn","23","3","1357","1","1","28","Interstellar on Piano","Andy Morris","false","2024-12-09T15:24:57.000Z","https://www.tiktok.com/@fahrwerk_bewegtdich/video/7446433326329515296"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7353126875482292266~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=f5044de3&x-expires=1764057600&x-signature=W6tytHcfCO2PVmjCkhr%2FcM3eeX0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","allie_riecke","#lorax #groupcostume #savethetrees #happyhalloween ","296600","111200","5600000","2883","39200","14","JT Coming","JT","false","2024-10-20T20:08:34.000Z","https://www.tiktok.com/@allie_riecke/video/7427952271360625962"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/2185d7a291fdfd430dc0be52d5b3d173~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=b24da7fe&x-expires=1764057600&x-signature=EcQLrkTkD97Uy4uMqwXE%2F2%2B%2BCxw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","klimis_xrwmata","#klimisxrwmata #kalymnos #chrotex @Chrotex.gr @klimi_theologia ","31","1","1145","1","0","14","Happy Kids","Kidmada","false","2025-05-27T10:22:48.000Z","https://www.tiktok.com/@klimis_xrwmata/video/7509068971056876822"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5782218ab8ba85771ff71ac3620ec8c4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=fe1303e2&x-expires=1764057600&x-signature=d1zzMOmrrP1nL%2BhSxRxCuJu2U3Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","teco_teco_stumble0","Marquem muito o khortex#stumbleguys #fyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy #kortex","30200","1324","452300","842","1122","15","som original","stumble gusy é muito bom","true","2022-02-18T19:25:57.000Z","https://www.tiktok.com/@teco_teco_stumble0/video/7066133265740025094"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/a961fc0a18e8172d9a6fdef6593e7ea8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=06a6f4b4&x-expires=1764057600&x-signature=np7JUT55JpBovCM9oJN60RSuiy4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","kris.shine","Navigation kennt die besten Wege und Abkürzungen #fypシ #fürdich #русскиевгермании #foryou #comedy #foryoupage #goviral ","127","68","6088","4","34","10","оригинальный звук","14prosto_marta","true","2023-08-15T16:43:58.000Z","https://www.tiktok.com/@kris.shine/video/7267590754678082849"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/5b2b8ac051efaad6a1c9a9bd0a4b23dd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=167bb758&x-expires=1764057600&x-signature=Wo6ggmugIGclfNGoDttjqEoF%2FrU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","markos_fasolis","#ebike #corratec #corratecbikes #upgrade #bicycle #mtb #foryou ","60","2","2377","0","2","53","Dj Calm Down xxx","DJ Zaan","false","2023-02-04T11:21:13.000Z","https://www.tiktok.com/@markos_fasolis/video/7196259229240429829"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/1517dd75c7fc732ba29d97948c483e35~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=6eadf38c&x-expires=1764057600&x-signature=prCvZZy%2FVADjPCDvTdzeKzvQh8g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","lestripezyt","BEST Game Booster for Higher FPS in Games! #fy #viral #fortnite #razercortex #fortniteclips #fpsboost","33900","1647","953400","534","18700","12","original sound - leStripeZ","leStripeZ","true","2023-09-16T12:48:44.000Z","https://www.tiktok.com/@lestripezyt/video/7279404611906063649"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/aa8cf2d91101a69b287ef63489a49f2d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=39617702&x-expires=1764057600&x-signature=OfK4sn7BinjjF%2BFAeRRz77k7eeY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","chrotex.gr","Welcome to Chrotex! 🎨 We specialize in crafting the perfect colors for any space or project. Whether you're transforming your home or adding a unique touch to an object, we’ve got the shades to bring your vision to life. Follow along for inspiration and creative ideas! 🌈 #ChrotexColors #ChrotexSA #Chrotex#color #colors #fyp #viralvideos #trendingvideo #tik_tok #tik_tok_greece #artist","550","20","22200","6","12","34","original sound - Chrotxex","Chrotex.gr","true","2025-04-09T10:05:34.000Z","https://www.tiktok.com/@chrotex.gr/video/7491252447843765526"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/28e5673f0233ed7c56072561b2ed188c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=b2a1b1ff&x-expires=1764057600&x-signature=Z%2BP1dBnWHR3YpdzVwkDbOsRxNlM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","kortex.co","Most beginners have ideas but don’t know how to structure them - here’s a solution. #contentcreator #ai #kortex ","42","7","1052","0","21","54","original sound","kortexco","true","2025-04-16T17:42:01.000Z","https://www.tiktok.com/@kortex.co/video/7493967619918286110"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/825586e1850b8214511140e0f8fc1679~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=bf220c83&x-expires=1764057600&x-signature=hjeukRHRvlPrecQbmWOom5dhWu0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","bb._lili","FAKE BODY ! Ou X ? Ça me serait utile pour trouver des nouvelles tenues 🙏🏻 
#girlssupportgirls #girlygirl ","27400","363","673900","1186","1275","15","original sound","dovex","true","2025-05-18T13:21:54.000Z","https://www.tiktok.com/@bb._lili/video/7505775365009247510"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/91fca056bf4f0fa6de4b1db50e84154f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=df8d160a&x-expires=1764057600&x-signature=Yf%2FSV3j4AoOoQdWb%2FZTTsk9hhvY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","corea.xx","@5🌟 txiii amuuuu. 💓 #besty #melhoresamigas #coreaxx #fypage #fy #fyp #foryou ","16400","281","220500","148","1194","15","som original","𝐇𝐞𝐥𝐭𝐨𝐧 ✞","true","2024-06-17T12:54:32.000Z","https://www.tiktok.com/@corea.xx/video/7381454753055739168"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/4f1008f1c881742d89e31406eac6fb54~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=629aa8b8&x-expires=1764057600&x-signature=rU1wp1S1YCxqt8TDdo9QdEYCCvY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","karimahsdiary","💌 | uni is finally being uni i love it so much <33
A day in the life as a @Kortext student ambassador and third year pharmacy student 📚

#kortext #pharmacystudent #studentambassador #university ","170","20","3912","4","19","47","original sound - Account for Sale","وقاص","true","2025-09-25T19:46:59.000Z","https://www.tiktok.com/@karimahsdiary/video/7554115677091646742"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/868ec51751fd2c01108a1d275d97f6d8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=4e81181d&x-expires=1764057600&x-signature=uiNwCboc8RBmwHombsYwjLnfkb8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","itscortx","in the dance floor😝","349","27","4288","15","12","15","original sound","CØRTX","true","2025-05-26T20:29:35.000Z","https://www.tiktok.com/@itscortx/video/7508854260138855702"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/28da8f7bb5fa75896def2236543fe7c9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=8dc24722&x-expires=1764057600&x-signature=3PRkjIAkciBNlOZeZmwWeyCcjnM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","lourdeslagruta","KERtOX ✨✨
#botoxcapilar #kertox #pelo #brillo #melena #pelosano ","1795","431","383500","132","638","22","sonido original","LoUrdEs La GrUta ✨✨","true","2025-03-21T17:03:05.000Z","https://www.tiktok.com/@lourdeslagruta/video/7484309423750417686"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/61762cf6e2eb496defff2c11507bfa86~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=bdb5d574&x-expires=1764057600&x-signature=J%2FuVuamODC9TJVxuy8SsaCosDDQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","ron_tv","Falsche Abfahrt, richtiger Humor: LKW-Fahrer Hentschel Park verpasste gestern bei Heidelberg den richtigen Weg und fuhr versehentlich in den Graben.
„Das ist ein Denkmal der Dummheit… Ich sollte ein warnendes Beispiel für alle sein“, sagt er selbstironisch.
Verletzt wurde niemand, der LKW wurde geborgen. Und der Fahrer? Weiter unterwegs mit einer Geschichte zum Schmunzeln und der Botschaft: „Hütet euch vor falscher Faulheit!“

#fyp #heidelberg #frankfurt #lkw #unfall #polizei #viral  ","144800","20100","2000000","1622","14400","66","Originalton","RON TV","true","2025-07-23T10:02:27.000Z","https://www.tiktok.com/@ron_tv/video/7530215590951193878"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/14609c8fad1725ac046e73dc15d0fa5b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=a06b7a90&x-expires=1764057600&x-signature=ZoWb6Lexwnkf0D2rMwPALhABWDg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","autohaus.widmann","Support Level 10/10 

#widmann #widmannbewegt #autohauswidmann #autohaus #azubi #ausbildung #office #officehumor #fyp #trend","232000","54600","2400000","1214","23300","46","original sound","SpongeBob background music","true","2025-06-25T10:00:00.000Z","https://www.tiktok.com/@autohaus.widmann/video/7519791923679300886"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/23964427075dbec17af265b36d51d023~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=7376cf52&x-expires=1764057600&x-signature=8ALKTPelKrjAYqZ3tZP3mS2u1Ko%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","bundaraysha01","Kan kan kan ada bae🫣🫣 #coretax #coorporatelife #tax","17","2","1239","4","1","6","original sound - Kelas Pajak dan Akuntansi","Kelas Pajak dan Akuntansi","true","2025-11-12T09:40:48.000Z","https://www.tiktok.com/@bundaraysha01/video/7571771549296954632"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9d1678a54f0485eaf31a68dc3ce3e520~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=c0bfaedc&x-expires=1764057600&x-signature=YlUh7nYW6u10zxL2Nrw5QsYfbpA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","ibunlival","Hari ini memang ada ada ajaa, ini nama Siapa woiii??? 😂 adakah yg sama setelah di download FP nama direktur ganti wkwkw #coretax #coretax2025 #pajak #fyppppppppppppppppppppppp ","1065","359","87100","336","209","12","suara asli - ALROSTA OFFC","ALROSTA OFFC","true","2025-10-29T06:51:10.000Z","https://www.tiktok.com/@ibunlival/video/7566532645778197778"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f2bae3c52f96881cd360e9bf5bcc3bbd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=a98e9025&x-expires=1764057600&x-signature=CZgfdWRr06ais9K3sFJJtSRn0TE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","alin.asryn___","Istigfar setiap hari soalnya 😇🫵🏻 #coretax #coretax2025 #djp #pajak #coretaxsystem #coretax2025 #fyppppppppppppppppppppppp ","16200","2612","274700","855","1446","14","suara asli - R23","R23","true","2025-01-22T11:58:37.000Z","https://www.tiktok.com/@alin.asryn___/video/7462708009811135749"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/efb0e022193ca73feccfd264b90e11cd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=2b39526a&x-expires=1764057600&x-signature=%2FKncJlHLOZCxp02tJnMo2Nly5Ks%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","molanpasaribu_","pening pusing puyeng #coretax #justkonten #justkidding #tax #finance #kerjakerjakerja ","32000","4510","842300","1152","1839","11","оригинальный звук",".","true","2025-02-06T13:51:50.000Z","https://www.tiktok.com/@molanpasaribu_/video/7468303484614561042"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b892f7c5d78bd9d4f2880de23ed66a2f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=cee94b35&x-expires=1764057600&x-signature=NARUjLa6icI%2BtaTUM7JB2zHf3ws%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","taxsam.co","Update Coretax terbaru bikin input eBupot makin cepet☝🏻
Sekarang gak perlu isi data alamat, jenis kelamin, atau paspor lagi.
Cukup masukin NPWP/NIK, sistem langsung munculin nama lawan transaksi.

#taxation #fyp #breakingnews #coretax #djp ","188","6","6411","10","55","20","DJ TOR MONITOR KETUA BY HUDA FVNKY","manz primadona","true","2025-11-11T09:59:42.000Z","https://www.tiktok.com/@taxsam.co/video/7571405325237259538"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e44728dad746acf792d06f57f49323f7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6943fb0e&x-expires=1764057600&x-signature=cKGKjF9OHtshOuYX4dx96eYZRwg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","redaksi_ortax","Begitu ya rekan ?🤭

#memespajak #pajak #rekanpajak #ortax #memesortax #coretax #ppn #ppn12%","102","42","18000","0","14","14","original sound - redaksi_Ortax","Ortax","true","2025-01-03T09:50:26.000Z","https://www.tiktok.com/@redaksi_ortax/video/7455624256529976592"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4ccb5f43374e21eac11b1b611843cdbe~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=887e6df9&x-expires=1764057600&x-signature=8E9cnsI9iuMJ1JOAqKkFbACBCd0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","lisagunawan97","heran dah kenapa tiba2 bisa muter kaya gini ga berhenti2 😩 padahal udah refresh, close, buka lagi ya tetep gitu terus 😦 untung bisa pakai incognito ✌🏻 #coretax #coretax2025 #coretaxdjp #coretaxsystem #coretaxcore #taxconsultant #taxaccountant #akuntansiperpajakan #konsultanpajak #accountant #budakcorporate #budakcorporatelife #financetiktok #financelife #akuntansicheck #accountant #ceritakita #fyp #fypage #fypシ゚ #foryou #foryoupage #fypp ","630","92","23200","156","240","14","原聲","noral_flute","true","2025-10-13T13:09:23.000Z","https://www.tiktok.com/@lisagunawan97/video/7560692729957633291"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/08f30980931d8fb620187e2835ee46df~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=f51134ef&x-expires=1764057600&x-signature=hf%2FUPQlDdBG3or5zVbrppRcTvUY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","ahmadfannyr","Program Coretax dari LG, ternyata lulusan SMA, Purbaya: RI sering dikibuli asing

Sumber: https://money.kompas.com/read/2025/10/24/155854026/programmer-coretax-dari-lg-tenyata-lulusan-sma-purbaya-ri-sering-dikibuli

#fyp #foryoupage #purbaya #coretax ","8674","701","265800","184","360","10","original sound - Konser Kultura","Konser Kultura","true","2025-10-24T12:30:37.000Z","https://www.tiktok.com/@ahmadfannyr/video/7564764695538715924"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6c2c8fd6028453430593fbcca5c24b7e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=690f05ac&x-expires=1764057600&x-signature=%2FnWsHQ3Q9TQsxOadMv3ilrLAPz8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","diiansh7","ya allah ini tu sebenarnya aplikasi APA? kok eror trss
(BERTANYA DENGAN NADA LEMBUT 🥰)
#coretax 
#fakturpajak ","3761","621","154700","769","401","35","Jelly Fish Jam - Techno Mix","Da Fokin","false","2025-10-12T09:00:14.000Z","https://www.tiktok.com/@diiansh7/video/7560257454739705096"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/57fca7c6b16a65dc3e0d0371188cae70~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=8700da77&x-expires=1764057600&x-signature=yogbsUfWlwu4XuEU6IQ6CPN50RY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","r_asw5","#CapCut 
😩😩
#coretok 
#coretaxsystem 
#coretax
#coretaxdjp
#coretax2025 ","706","104","39600","74","102","14","suara asli - not me.","7Years.","true","2025-01-23T04:14:25.000Z","https://www.tiktok.com/@r_asw5/video/7462959464866467078"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7327611304108097554~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=f9d3fa06&x-expires=1764057600&x-signature=v628YICpq1ZTVlBA6oWhpUEElmE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","yunnyzainal","Diuji oleh coretax #coretax #pajak ","164","13","18900","98","54","14","original sound - inspirasioke","inspirasioke","true","2025-02-11T13:26:54.000Z","https://www.tiktok.com/@yunnyzainal/video/7470152480974818567"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/918dfb4814021ba96288d05e00e8bdad~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=55d9e17c&x-expires=1764057600&x-signature=hcZzyr0ZiEf5cb6SPaHQCsE8NtA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","lest.sr","tentang pajak bagian 1 | mana beberapa faktur pajak juga banyak yang belum terbit😭🙏🏻 #coretax #coretaxsystem #fakturpajak #pajak #corporatelife #corporate #pajakindonesia #fyp #accounting #dirjenpajak ","13800","2297","408700","782","1453","11","Round and Round Mingle Song Squid Game 2","Chico Guerra","true","2025-01-06T09:13:25.000Z","https://www.tiktok.com/@lest.sr/video/7456728057022336261"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/2e0182ec3228129917cf2e95054f727c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1a59b140&x-expires=1764057600&x-signature=ou%2FwHlBfJd%2FbDDxXcEZRFtuluqI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","dinstoryies","Siapa nih yang udah lapor PPH 21 dan kawan2nya😂😂

tetap semangat dan dicoba secara berkala walaupun sambil gatidur😅

#coretaxsystem #coretax #pph21 #pusing #finance #accounting #tax ","256","14","31000","209","72","7","Funny video ""Carmen Prelude"" Arranging weakness(836530)","yo suzuki(akisai)","false","2025-02-12T06:23:43.000Z","https://www.tiktok.com/@dinstoryies/video/7470414494640999685"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/129d8a476a8f4204e9e57e834cc05f16~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=78122680&x-expires=1764057600&x-signature=Ke%2FsYfXJD7oSn0%2Fxzqv8Db2nXxI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","sidonnnnn","#fyp #coretaxsystem #pajak #coretax #coretaxcore ","61","3","6317","11","2","18","Funny Cat","Noji","false","2025-02-06T10:14:56.000Z","https://www.tiktok.com/@sidonnnnn/video/7468247568351382789"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1cf97723531774e0cc3839d556b693f5~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=44cb437c&x-expires=1764057600&x-signature=iZK8Ri%2BPFEb09lHQiTv7REJoaTs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","hokagee_27","Purbaya Gandeng Hacker Coretax
Masalah yang muncul dari sistem Coretex, memang mengganggu perputaran pajak bagi masyarakat, hal tersebut perlu dicarikan formulasi baru demi keamanan dan transparansi bersama.

Kali ini Menteri Keuangan Purbaya Yudhi Sadewa memastikan perbaikan sistem Coretax tidak akan menambah beban Anggaran Pendapatan dan Belanja Negara (APBN).

Penguatan sistem perpajakan nasional itu dilakukan dengan memanfaatkan sumber daya manusia (SDM) dalam negeri tanpa perlu membentuk tim baru.

""Tentang biaya Coretax, nggak ada penambahan biaya. Paling nambah biaya bayar gaji staf, itu pun dari pos pengeluaran biasa, nggak ada yang istimewa,"" ujar Purbaya di kantor Kementerian Keuangan, Jakarta, Jumat (24/10/2025).

Menurutnya, Tim Pelaksana Pembaruan Sistem Perpajakan (PSIAP) sudah memiliki kemampuan teknis yang memadai dalam bidang programming dan coding, sehingga cukup diperkuat dari sisi manajemen dan arah kerja.

""Dari sisi programming dan coding nggak ada masalah. Katanya bagus-bagus. Jadi kami nggak akan membuat tim baru, tim yang ada diperkuat,"" jelasnya.

Sebagai langkah pengamanan, Purbaya juga menggandeng hacker lokal untuk menguji sistem dan memperkuat lapisan keamanan Coretax. la mengaku bangga dengan kemampuan peretas Indonesia yang diakui secara global.

Orang Indonesia itu hacker-nya jago, di dunia juga ditakuti. Saya panggil yang ranking dunia itu, kami bayar untuk bantuin saya. Jadi sudah dites, sudah lumayan,"" ungkapnya.

Upaya ini membuahkan hasil signifikan. Tingkat keamanan Coretax meningkat dari skor sekitar 30 menjadi lebih dari 95, atau naik dari peringkat D/E ke A+. Kinerja non-transaksional sistem pun kini menembus nilai di atas 95 dari skala 100.

Meski masih ada kendala teknis akibat kontrak kerja sama dengan LG CNS-Qualysoft Consortium sebagai vendor sebelumnya, Purbaya memastikan masalah tersebut akan selesai setelah kontrak sepenuhnya dialihkan ke Pemerintah Indonesia pada Desember 2025.

la menargetkan seluruh perbaikan keamanan dan infrastruktur rampung pada Januari-Februari 2026.

Lebih jauh, Purbaya menegaskan pemerintah akan mengurangi ketergantungan pada teknologi asing dan memanfaatkan sepenuhnya kemampuan talenta digital dalam negeri.

""Secara teknis, ketergantungan pada pihak asing ke depan akan kami putus. Orang Indonesia punya kemampuan, dan kami akan memanfaatkan itu dengan serius ke depan,"" tegasnya.

Langkah ini menjadi bukti nyata keseriusan pemerintah dalam mewujudkan sistem perpajakan nasional yang lebih aman, efisien, transparan, dan mandiri, sekaligus mengoptimalkan potensi SDM digital anak bangsa untuk menopang reformasi fiskal di Indonesia. #purbaya #hacker #coretax #indonesia #masukberanda ","39800","613","637000","614","2019","21","suara asli - RALEY REMIX WG","Itsmeraley`Wolvest✶","true","2025-10-25T06:01:27.000Z","https://www.tiktok.com/@hokagee_27/video/7565035484561296660"
